STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00042294,1906-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,12,",6",12,",6",2,",6",,,,,,,,,,,,,,,,,,,,,,,,,45.7,",,6,24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.4,",,,6",,,,,,,,,,
USC00042294,1906-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,1,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,6.9,",,6,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,",,,6",,,,,,,,,,
USC00042294,1906-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,0,",6",0,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,0,",,6,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,,,,,,,,
USC00042294,1906-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,1,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,3.6,",,6,23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,",,,6",,,,,,,,,,
USC00042294,1906-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,5,",6",3,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,21.6,",,6,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,",,,6",,,,,,,,,,
USC00042294,1906-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,10,",6",10,",6",2,",6",,,,,,,,,,,,,,,1,,,,,,,,,,49.5,",,6,11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.8,",,,6",,,,,,,,,,
USC00042294,1907-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,14,",6",10,",6",0,",6",,,1,",6",,,,,,,,,,,,,,,,,,,76,",,6,07,",17.8,",,6,28,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3,",,,6",76,",,,6",,,,,,,,
USC00042294,1907-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,8,",6",7,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,13.2,",,6,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,",,,6",,,,,,,,,,
USC00042294,1907-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,2,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,7.6,",,6,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,",,,6",,,,,,,,,,
USC00042294,1907-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,1,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,6.4,",,6,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,",,,6",,,,,,,,,,
USC00042294,1907-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,3,",6",3,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,7.6,",,6,13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,",,,6",,,,,,,,,,
USC00042294,1907-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,0,",6",0,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,0,",,6,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,,,,,,,,
USC00042294,1907-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,0,",6",0,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,0,",,6,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,,,,,,,,
USC00042294,1907-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,0,",6",0,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,0,",,6,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,,,,,,,,
USC00042294,1907-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,1,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,10.2,",,6,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,",,,6",,,,,,,,,,
USC00042294,1907-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,1,",6",1,",6",0,",6",,,,,,,,,,,,,,,1,,,,,,,,,,10.2,",,6,27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,",,,6",,,,,,,,,,
USC00042294,1907-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,14,",6",8,",6",0,",6",,,,,,,,,,,,,,,3,,,,,,,,,,22.9,",,6,11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7,",,,6",,,,,,,,,,
USC00042294,1908-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,10,",6",10,",6",1,",6",,,,,,,,,,,,,,,7,,,,,,,,,,27.9,",,6,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7,",,,6",,,,,,,,,,
USC00042294,1908-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,7,",6",7,",6",0,",6",,,,,,,,,,,,,,,3,,,,,,,,,,22.9,",,6,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9,",,,6",,,,,,,,,,
USC00042294,1908-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,3,",6",2,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,10.4,",,6,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,",,,6",,,,,,,,,,
USC00042294,1908-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,1,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,2.5,",,6,22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,",,,6",,,,,,,,,,
USC00042294,1908-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,,,3,",6",2,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,2.8,",,6,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,",,,6",,,,,,,,,,
USC00042294,1908-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,180.5,",6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",31,",6",28,",6",,,,,8.9,",6,27,",,,,,0,",,6,31,+",41.7,",6,31,",,,0,6,,,,,,,0,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,24.16,",6",36.22,",,,6",12.09,",,,6",,
USC00042294,1908-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,109.2,",6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",31,",6",17,",6",,,,,6.7,",6,25,+",,,,,0,",,6,31,+",41.1,",6,07,",,,1.1,6,,,,,,,1.1,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,21.82,",6",32.62,",,,6",11.02,",,,6",,
USC00042294,1908-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,92.8,",6",1,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",30,",6",16,",6",,,,,5.6,",6,18,",,,,,0.5,",,6,15,",39.4,",6,12,",,,6.1,6,,,,,,,5,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,",,,6",,,21.26,",6",31.97,",,,6",10.54,",,,6",,
USC00042294,1908-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,2.3,"1,6",3,",6",0,",6",0,",6",,,,,0,",6",1,",6",0,"1,6",26,"1,6",0,"1,6",,,,,-0.6,",6,22,",,,,,0.8,",,6,19,",30.6,"1,6,07,",,,87.1,6,,,,,,,81,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,",,,6",,,15.74,"1,6",25.12,"1,,,6",6.36,",,,6",,
USC00042294,1908-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,0,",6",3,",6",3,",6",0,",6",,,,,0,",6",5,",6",0,",6",17,",6",0,",6",,,,,-3.3,",6,28,",,,,,20.3,",,6,25,",28.3,",6,07,",,,267.7,6,,,,,,,180.6,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,",,,6",,,12.31,",6",21.98,",,,6",2.65,",,,6",,
USC00042294,1908-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",,,0,",6",7,",6",5,",6",0,",6",,,,,0,",6",10,",6",0,",6",0,",6",0,",6",,,,,-6.7,",6,18,",,,,,14.2,",,6,04,",19.4,",6,11,",,,627.8,6,,,,,,,360.1,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,",,,6",,,6.72,",6",12.14,",,,6",1.29,",,,6",,
USC00042294,1909-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,6,0,"1,6",21,",6",18,",6",3,",6",,,0,",6",0,"1,6",2,"1,6",0,",6",0,",6",0,",6",,,,,-1.1,"1,6,10,",,,0,",,6,31,+",33,",,6,08,",18.9,",6,18,",,,877.1,6,,,,,,,249.3,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.4,",,,6",0,",,,6",10.01,"1,6",13.6,",,,6",6.42,"1,,,6",,
USC00042294,1909-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,6,0,",6",15,",6",12,",6",3,",6",,,,,0,",6",0,",6",0,",6",1,",6",0,",6",,,,,1.1,",6,26,",,,,,41.4,",,6,11,",22.2,",6,28,",,,1115.4,6,,,,,,,238.3,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.8,",,,6",,,9.82,",6",14.41,",,,6",5.24,",,,6",,
USC00042294,1909-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,6,0,",6",7,",6",6,",6",0,",6",,,,,0,",6",3,",6",0,",6",5,",6",0,",6",,,,,-0.6,",6,20,+",,,,,19.1,",,6,20,",22.2,",6,14,",,,1359.9,6,,,,,,,244.5,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,",,,6",,,10.45,",6",17.49,",,,6",3.4,",,,6",,
USC00042294,1909-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,6,0,",6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",14,",6",0,",6",,,,,1.7,",6,06,",,,,,0,",,6,30,+",26.1,",6,26,",,,1509.1,6,,,,,,,149.2,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,13.36,",6",21.02,",,,6",5.7,",,,6",,
USC00042294,1909-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",12.6,6,12.6,",6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",28,",6",2,",6",,,,,1.1,",6,23,",,,,,0,",T,6,29,",34.4,",6,31,",,,1593.5,6,,,,,,,84.4,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,6",,,16.01,",6",25.16,",,,6",6.87,",,,6",,
USC00042294,1909-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",80.2,6,67.6,",6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",30,",6",13,",6",,,,,6.1,",6,09,",,,,,0,",T,6,17,",40,",6,23,",,,1600.2,6,,,,,,,6.7,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,6",,,20.37,",6",31.28,",,,6",9.45,",,,6",,
USC00042294,1909-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",205,6,124.8,",6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",31,",6",24,",6",,,,,7.8,",6,26,",,,,,0,",,6,31,+",40,",6,12,",,,0.5,6,,,,,,,0.5,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,22.34,",6",33.98,",,,6",10.7,",,,6",,
USC00042294,1909-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",298.6,6,93.6,"1,6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,"1,6",30,"1,6",19,"1,6",,,,,5.6,",6,23,",,,,,0,",,6,31,+",38.9,"1,6,26,+",,,1.3,6,,,,,,,0.8,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,21.47,"1,6",33.77,"1,,,6",9.17,",,,6",,
USC00042294,1909-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",360.9,6,62.3,"4,6",2,",6",2,",6",0,",6",,,,,0,",6",0,",6",0,"4,6",26,"4,6",13,"4,6",,,,,4.4,",6,17,",,,,,10.9,",,6,25,",37.8,"4,6,16,+",,,6.9,6,,,,,,,5.6,"4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,",,,6",,,20.6,"4,6",31.32,"4,,,6",9.88,",,,6",,
USC00042294,1909-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",370.1,6,9.2,"1,6",7,",6",2,",6",0,",6",,,,,0,",6",1,",6",0,"1,6",25,"1,6",1,"1,6",,,,,-1.1,",6,29,",,,,,13.2,",,6,01,",32.2,"1,6,12,",,,96.1,6,,,,,,,89.2,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,",,,6",,,15.74,"1,6",24.8,"1,,,6",6.69,",,,6",,
USC00042294,1909-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",370.1,6,0,"1,6",5,",6",2,",6",0,",6",,,,,0,",6",10,",6",0,"1,6",4,"1,6",0,"1,6",,,,,-3.3,",6,16,+",,,,,15,",,6,09,",25.6,"1,6,03,+",,,314.3,6,,,,,,,218.2,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,",,,6",,,10.9,"1,6",17.71,"1,,,6",4.09,",,,6",,
USC00042294,1909-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",370.1,6,0,",6",13,",6",8,",6",2,",6",,,,,0,",6",17,",6",0,",6",0,",6",0,",6",,,,,-6.7,",6,04,",,,,,33.5,",,6,04,",15.6,",6,17,",,,709.9,6,,,,,,,395.6,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.9,",,,6",,,5.57,",6",11.03,",,,6",0.12,",,,6",,
USC00042294,1910-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,,0,"2,6",11,",6",5,",6",0,",6",,,,,0,"1,6",18,"1,6",0,"1,6",0,"1,6",0,"1,6",,,,,-7.2,"1,6,04,",,,,,12.7,",,6,01,",16.1,"1,6,30,",,,1099.7,,,,,,,,389.8,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,",,,6",,,4.93,"2,6",9.66,"1,,,6",0.2,"1,,,6",,
USC00042294,1910-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,,0,"2,6",8,",6",1,",6",0,",6",,,,,0,"2,6",12,"2,6",0,",6",0,",6",0,",6",,,,,-4.4,"2,6,04,",,,,,3.8,",,6,18,",18.3,",6,04,",,,1401.1,,,,,,,,301.4,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,",,,6",,,6.77,"2,6",12.3,",,,6",1.24,"2,,,6",,
USC00042294,1910-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,,0,"1,6",6,",6",4,",6",1,",6",,,,,0,",6",4,",6",0,"1,6",18,"1,6",0,"1,6",,,,,-2.2,",6,22,",,,,,27.9,",,6,21,",26.1,"1,6,09,",,,1579,,,,,,,,177.9,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3,",,,6",,,12.34,"1,6",20.34,"1,,,6",4.34,",,,6",,
USC00042294,1910-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",4.8,,4.8,"3,6",1,",6",1,",6",0,",6",,,0,",6",0,",6",1,",6",0,"3,6",23,"3,6",2,"3,6",,,,,-1.7,",6,14,",,,0,",,6,30,+",3.3,",,6,10,",32.8,"3,6,24,",,,1684.5,,,,,,,,105.5,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,",,,6",0,",,,6",14.62,"3,6",24.19,"3,,,6",5.04,",,,6",,
USC00042294,1910-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",52.6,,47.8,",6",2,",6",0,",6",0,",6",,,0,",6",0,",6",0,",6",0,",6",29,",6",8,",6",,,,,1.1,",6,05,+",,,0,",,6,31,+",0.3,",,6,09,+",42.2,",6,30,",,,1731.5,,,,,,,,47,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,",,,6",0,",,,6",18.36,",6",29.29,",,,6",7.42,",,,6",,
USC00042294,1910-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",96.2,,43.6,"2,6",0,",6",0,",6",0,",6",,,0,",6",0,",6",0,",6",0,"2,6",28,"2,6",10,"2,6",,,,,1.1,",6,21,",,,0,",,6,30,+",0,",T,6,10,",42.2,"2,6,25,",,,1764.6,,,,,,,,33.1,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,6",0,",,,6",18.74,"2,6",30.29,"2,,,6",7.19,",,,6",,
USC00042294,1910-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",246.1,,149.9,"1,6",0,",6",0,",6",0,",6",,,0,",6",0,",6",0,",6",0,"1,6",30,"1,6",27,"1,6",,,,,6.1,",6,04,",,,0,",,6,31,+",0,",,6,31,+",42.2,"1,6,19,+",,,0.6,,,,,,,,0.6,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",0,",,,6",23.27,"1,6",35.62,"1,,,6",10.91,",,,6",,
USC00042294,1910-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",338.3,,92.2,"1,6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,"1,6",30,"1,6",28,"1,6",,,,,2.8,",6,21,",,,,,0,",,6,31,+",41.7,"1,6,23,",,,1.2,,,,,,,,0.6,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,21.38,"1,6",35.04,"1,,,6",7.72,",,,6",,
USC00042294,1910-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",368.2,,29.9,",6",1,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",30,",6",11,",6",,,,,1.7,",6,14,+",,,,,1,",,6,15,",36.1,",6,10,",,,29.3,,,,,,,,28.1,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,,6",,,18.39,",6",30.18,",,,6",6.6,",,,6",,
USC00042294,1910-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",383.7,,15.5,"1,6",1,",6",1,",6",0,",6",,,,,0,"1,6",0,"1,6",0,"1,6",28,"1,6",4,"1,6",,,,,1.7,"1,6,25,+",,,,,3,",,6,12,",36.1,"1,6,07,",,,87.2,,,,,,,,57.9,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,",,,6",,,16.92,"1,6",27.27,"1,,,6",6.57,"1,,,6",,
USC00042294,1911-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,6,0,",6",17,",6",15,",6",4,",6",,,,,0,",6",14,",6",0,",6",2,",6",0,",6",,,,,-6.7,",6,01,",,,,,74.9,",,6,14,",23.3,",6,06,",,,,,,,,,,,345.3,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.4,",,,6",,,7.2,",6",13.05,",,,6",1.34,",,,6",,
USC00042294,1911-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,6,0,",6",10,",6",7,",6",0,",6",,,0,",6",0,",6",17,",6",0,",6",0,",6",0,",6",,,,,-4.4,",6,25,+",,,0,",,6,28,+",12.2,",,6,27,",17.8,",6,22,+",,,,,,,,,,,326.3,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,",,,6",0,",,,6",6.68,",6",12.9,",,,6",0.46,",,,6",,
USC00042294,1911-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,6,0,",6",10,",6",8,",6",2,",6",,,,,0,",6",2,",6",0,",6",12,",6",0,",6",,,,,0,",6,26,+",,,,,36.1,",,6,06,",29.4,",6,28,",,,,,,,,,,,200.4,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.9,",,,6",,,11.87,",6",19.15,",,,6",4.59,",,,6",,
USC00042294,1911-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,6,0,"2,6",3,",6",3,",6",0,",6",,,,,0,"2,6",4,"2,6",0,"2,6",13,"2,6",0,"2,6",,,,,-3.9,"2,6,26,",,,,,13.2,",,6,05,",27.2,"2,6,17,",,,,,,,,,,,164.5,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,",,,6",,,12.46,"2,6",20.66,"2,,,6",4.26,"2,,,6",,
USC00042294,1911-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",7.2,6,7.2,"3,6",0,",6",0,",6",0,",6",,,,,0,"3,6",1,"3,6",0,",6",24,",6",1,",6",,,,,0,"3,6,06,",,,,,0,",T,6,31,+",32.8,",6,21,",,,,,,,,,,,106.9,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,6",,,14.81,"3,6",24.12,",,,6",5.5,"3,,,6",,
USC00042294,1911-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",52.4,6,45.2,"1,6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,"1,6",29,"1,6",9,"1,6",,,,,3.3,",6,09,",,,,,0,",T,6,06,",37.8,"1,6,18,",,,,,,,,,,,16.4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,6",,,19.36,"1,6",30.22,"1,,,6",8.5,",,,6",,
USC00042294,1911-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",214,6,161.6,",6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,",6",31,",6",27,",6",,,,,4.4,",6,08,",,,,,0,",,6,31,+",43.3,",6,16,",,,0,6,,,,,,,0,",6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,23.55,",6",36.15,",,,6",10.95,",,,6",,
USC00042294,1911-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",268.5,6,54.5,"1,6",0,",6",0,",6",0,",6",,,,,0,",6",0,",6",0,"1,6",30,"1,6",19,"1,6",,,,,2.8,",6,23,+",,,,,0,",,6,31,+",37.2,"1,6,30,+",,,1.1,6,,,,,,,1.1,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",,,20.1,"1,6",32.7,"1,,,6",7.5,",,,6",,
